Num_2017_0,Num_2017_1,Num_2017_2,Num_2017_3,Num_2017_4,Num_2017_5,Num_2017_6,Num_2017_7,Num_2017_8,Num_2017_9,Num_2017_10,Num_2017_11,Num_2017_12,Num_2017_13,Num_2017_14,PG.2017,F_2017_0,F_2017_1,F_2017_2,F_2017_3,F_2017_4,F_2017_5,F_2017_6,F_2017_7,F_2017_8,F_2017_9,F_2017_10,F_2017_11,F_2017_12,F_2017_13,F_2017_14,F_2017_15,Bsp_1982,Bsp_2001,Bsp_2016,Rec_1982,Rec_2001,Bloss
3595400,3376400,1858500,3031060,693655,1043420,78248.7,238750,235935,985643,267834,107388,99801.1,117924,63422.4,583346.4,0.00201400000000002,0.015262,0.028041,0.041963,0.054638,0.06477,0.072112,0.077043,0.080173,0.082087,0.083238,0.083931,0.084353,0.084615,0.084783,0.084893,2356200,1389630,958862,50754200,16844300,946015
4672380,3935720,2686720,1768000,636103,1022890,124673,218193,247334,872932,220854,81533.1,100475,157419,69762.3,707148.5,0.001337,0.013207,0.027851,0.043821,0.057288,0.066744,0.072551,0.075803,0.077531,0.078434,0.078911,0.079171,0.079318,0.079405,0.079459,0.079494,2158540,1592580,1021520,51680500,15846500,983170
4818510,2693080,1685660,2811990,565429,1200090,86596.7,180190,193823,541711,135807,54232.9,67602,50964.2,32936.8,251362.4,0.00208,0.022983,0.044525,0.069566,0.093515,0.113238,0.127653,0.137225,0.143144,0.146642,0.148667,0.149838,0.150525,0.150937,0.151191,0.151352,2024440,857283,531217,51375700,16954900,531217
1765170,3259890,1642540,2026400,495757,1036700,136211,124519,219425,744421,226672,64573.2,78539.2,87267.4,43500.6,427938.2,0.00157300000000002,0.018265,0.036995,0.058285,0.077567,0.092281,0.102111,0.108065,0.111456,0.113332,0.114369,0.114952,0.115289,0.115491,0.115617,0.115697,2436630,1195970,725002,54022600,17026700,696140
8565180,4488390,2397780,2089370,501978,1221810,94851.9,298171,311462,873735,280195,97214.6,103919,94417.8,71963.4,779630.8,0.001198,0.0139,0.027661,0.04237,0.054815,0.063694,0.069273,0.072483,0.07424,0.075186,0.075701,0.075988,0.076154,0.076255,0.076317,0.076358,2366590,1443670,1056520,52679500,18738500,1020260
5921970,4405390,2307530,2131370,625921,1521700,113886,330548,320446,885741,296329,118581,105568,116005,99957.7,609384.4,0.00124099999999999,0.013494,0.026836,0.041627,0.054655,0.064285,0.070474,0.074037,0.075933,0.076897,0.07738,0.077625,0.077752,0.07782,0.077859,0.077882,2397910,1266850,1026890,52031600,17083600,1012750
3052560,2436790,1567220,2318940,368584,809586,99527.3,172870,114811,470249,114443,41312.5,43131.8,43101.4,11980.1,152153.56,0.00395900000000002,0.031192,0.055389,0.083294,0.110992,0.135507,0.155346,0.170279,0.180868,0.188022,0.192682,0.195645,0.197506,0.198674,0.199413,0.199886,1827920,765176,431090,48782100,17260400,416687
10456300,3119300,2145690,1880300,521224,1034650,107493,283232,247917,798577,277095,142039,134263,127281,78788,761664.7,0.00190300000000002,0.014847,0.029628,0.045141,0.0578,0.066353,0.071348,0.073971,0.075261,0.075879,0.076177,0.076325,0.076402,0.076443,0.076467,0.076482,2665190,1612530,1069520,55203700,17419300,1019950
2379630,2681990,1643730,2231960,484101,1132790,73156,189458,203755,749635,256108,99367.3,117992,138994,98187.6,853461.2,0.00108800000000001,0.01323,0.028088,0.043624,0.055911,0.063828,0.068196,0.070366,0.071391,0.071874,0.072108,0.072228,0.072292,0.072329,0.072351,0.072365,2546330,1718980,1119570,52149300,18024200,1078850
4667210,2967190,1441830,1967430,316459,888011,119092,188942,205108,764862,167894,116677,81888.6,110291,40647.7,497793.3,0.00176899999999999,0.01921,0.036293,0.054364,0.069821,0.081074,0.088275,0.092444,0.0947,0.095882,0.096498,0.096826,0.097006,0.097108,0.097169,0.097207,2519500,1384610,850790,51140800,14688500,808165
7283390,3520800,1783560,1994370,408926,990108,226413,287897,331483,895098,311208,155206,102406,160490,56987.7,909792.5,0.00135199999999999,0.014866,0.030463,0.045771,0.056741,0.062839,0.065599,0.06668,0.067074,0.067215,0.067267,0.067288,0.067297,0.067301,0.067303,0.067304,2648140,1724170,1202830,53582000,17665500,1138850
3290940,2744160,1919930,1508880,261016,864137,94371.2,184832,218434,645835,261674,65383.6,89947.1,109787,62004.5,705458.1,0.00189,0.017013,0.035481,0.054576,0.069516,0.079025,0.084209,0.08676,0.087955,0.088513,0.08878,0.088915,0.088986,0.089026,0.08905,0.089065,2764110,1557260,947013,48607700,17316100,879057
5944400,2780940,1981750,2711630,393959,917113,218113,188024,226070,839957,229884,136932,74973,92549.2,76878.1,573849.4,0.00148700000000002,0.01491,0.031411,0.049742,0.065384,0.076306,0.082813,0.086253,0.087936,0.088731,0.089106,0.089287,0.089378,0.089426,0.089453,0.089469,2307120,1344570,896711,51070500,16522900,862391
3044610,2740900,2517370,2061960,373996,1111350,123042,206426,252664,810631,294918,140381,125134,137653,64576.2,888489.3,0.001251,0.014157,0.032005,0.049088,0.060338,0.06596,0.068284,0.069156,0.069478,0.069603,0.069654,0.069678,0.069689,0.069695,0.069699,0.069701,2915710,1838790,1124540,53782400,17414200,1069570
5353220,2603100,1828060,1825470,510764,946953,100177,189897,169335,724560,199618,55165.9,83956.2,86300.5,32400.2,384741.1,0.001219,0.018542,0.037774,0.05998,0.080383,0.096101,0.106611,0.112904,0.116401,0.118269,0.119259,0.119789,0.120082,0.120249,0.120348,0.120409,2134890,1119440,699267,51789800,17519400,670475
5583220,3287080,2163250,1974240,463363,1232900,201660,212678,361465,951061,244222,156163,88222.6,150256,97230.1,858891,0.001605,0.014335,0.028211,0.04173,0.051926,0.058327,0.061853,0.063649,0.064538,0.064982,0.065212,0.065336,0.065408,0.065451,0.065478,0.065496,2689120,1848340,1224850,54739700,16629300,1178790
6856110,2923000,2495100,2775930,713422,1199570,148277,261671,230612,946776,341952,110574,104799,138843,82630.5,842218.1,0.00136,0.013184,0.027497,0.042302,0.053787,0.060931,0.064673,0.066415,0.067178,0.067509,0.067657,0.067726,0.06776,0.067778,0.067788,0.067795,2437290,1626530,1136360,58410200,18474200,1114870
2962700,2730700,2053990,1849460,380962,818514,110042,175591,215171,776574,176870,108574,64049.2,84596.3,55329.4,470880.3,0.00209000000000001,0.019216,0.037252,0.056877,0.074138,0.087124,0.095785,0.10105,0.10405,0.105699,0.106597,0.107092,0.107372,0.107535,0.107634,0.107696,2138800,1336680,780164,54404600,16042500,735683
3717820,3147160,2040770,1918350,604946,1039200,88307.6,190845,230444,741235,256104,117310,66511.3,87962.1,46300.6,450936.6,0.00193000000000002,0.017096,0.034191,0.053393,0.070732,0.08408,0.093189,0.098874,0.102218,0.104125,0.105207,0.105827,0.106193,0.106414,0.106553,0.106643,2383910,1133330,781503,50812300,17029300,755483
4791960,2518870,1648060,1671210,473380,893140,150294,184551,234996,820816,236243,90403.5,72140.5,112061,57034,593985.8,0.00289900000000001,0.020402,0.037307,0.054529,0.068855,0.079113,0.085653,0.08947,0.09157,0.092694,0.093294,0.09362,0.093803,0.09391,0.093975,0.094016,2207400,1435510,893612,50427000,16898700,845010
4575640,3164920,2260450,2506640,378712,1065810,177709,216453,216112,1080470,196342,94452,69232.3,111271,48511,584785,0.001472,0.013547,0.027897,0.044427,0.059524,0.071112,0.078876,0.08356,0.086184,0.087594,0.088341,0.08874,0.088958,0.089081,0.089154,0.089198,2459110,1282940,931225,52667400,18735100,896429
10408800,3569140,2460870,1809730,580984,1140940,97790.3,168323,229248,573003,154494,80045.7,38630.2,74937.3,29347.6,294138.77,0.00176400000000002,0.02142,0.041907,0.0658,0.088515,0.106916,0.120002,0.128375,0.133325,0.136107,0.137631,0.138465,0.138926,0.139188,0.13934,0.139433,2306510,946431,585024,51066200,18751200,571593
4541880,2251980,2056110,2212700,437425,882073,182547,224315,134575,815692,248989,115875,85841.2,95782.8,62090.8,643532.8,0.001639,0.017749,0.036338,0.05525,0.069695,0.078537,0.083105,0.085212,0.086131,0.08653,0.086708,0.086791,0.086833,0.086855,0.086867,0.086874,2487610,1469580,909939,52211500,17822900,868102
4075250,1993440,1452700,1589920,347172,580585,114443,167564,146352,612235,119427,39271.9,54035,72966.5,38833.3,333414.6,0.002808,0.02518,0.049161,0.075736,0.099435,0.11735,0.129213,0.136271,0.14015,0.142181,0.143223,0.143761,0.144044,0.144199,0.144286,0.144338,2303840,1143620,601554,48081500,16265100,553756
6134490,3632250,1625130,1944290,643244,960569,78106.7,180768,196690,516728,150534,54225.6,61563.2,71282.4,36666.3,298248.5,0.00234000000000001,0.024346,0.046712,0.071629,0.0941,0.111272,0.122708,0.129492,0.133168,0.135041,0.135966,0.13642,0.136646,0.136762,0.136824,0.136858,2186700,1123840,577460,50469500,16931000,565037
3867090,3171300,2520330,2958130,500870,1061060,200156,261930,397948,897831,235017,176701,117486,145042,74998.8,850146.5,0.001642,0.013803,0.02652,0.039489,0.050024,0.057277,0.061688,0.064148,0.065455,0.06614,0.066504,0.066704,0.066817,0.066885,0.066927,0.066954,2905620,1898500,1172010,57419900,16574400,1138730
6221830,2704020,2166870,2317800,482725,1060220,174015,174725,330165,770345,308419,118992,98839.4,138444,59980.1,738866.2,0.00120400000000001,0.011954,0.026394,0.042428,0.055938,0.065304,0.070943,0.07403,0.075635,0.076459,0.076889,0.077122,0.077253,0.07733,0.077378,0.077409,2312480,1618420,1058930,52040300,17079800,1019720
4807200,2793340,1660770,1797040,515851,900241,220694,319026,305202,1011600,238470,91345.7,110518,162476,87778.1,936826.4,0.00143300000000002,0.012426,0.027506,0.041811,0.051347,0.056286,0.058441,0.059301,0.059638,0.059776,0.059836,0.059864,0.059879,0.059887,0.059891,0.059894,2815700,2031230,1350950,49069800,15170600,1285240
3811970,5089830,3252490,2122370,409093,1052790,185826,287516,213995,1020390,366105,130660,95556.7,130280,79757,894379.7,0.000920000000000004,0.01076,0.024617,0.038944,0.049675,0.056087,0.059365,0.060903,0.06161,0.061943,0.062108,0.062195,0.062244,0.062273,0.062291,0.062303,2257810,1765730,1269900,53002900,17274800,1214070
4560460,2778250,2228840,1566080,566482,1023860,94777.5,223896,219844,896190,252543,73112.2,94685.1,83383.9,67202.6,614631,0.002085,0.018642,0.033525,0.049058,0.062464,0.072479,0.07916,0.083247,0.085605,0.086925,0.087658,0.088071,0.088308,0.08845,0.088537,0.088592,2557890,1444340,933157,56504500,17603600,893501
5072700,3187250,1387490,2867400,387938,913464,188737,196504,272932,1006520,246963,114755,65822.8,127009,55344.3,698863.8,0.001358,0.014217,0.028962,0.045123,0.058933,0.06868,0.074573,0.077726,0.079279,0.080012,0.080355,0.080519,0.080601,0.080643,0.080666,0.080679,2254550,1335430,1010280,46096500,18428300,969027
9721340,4366200,2046830,2460830,575685,962161,132875,171900,149926,630174,188613,59917.2,40634.2,61036.2,46360.6,201374.73,0.00273700000000002,0.026481,0.047349,0.070769,0.092978,0.111416,0.125137,0.134451,0.140318,0.143812,0.145822,0.146958,0.1476,0.147967,0.148181,0.148309,2077370,897448,524980,50853300,16078400,517939
5217230,4253570,1871130,2369630,642832,1105920,153910,270234,280871,919049,214731,134052,98479.4,125140,67247.2,791978.1,0.00149000000000002,0.01458,0.02927,0.04434,0.056173,0.063768,0.067958,0.070045,0.07103,0.07149,0.071709,0.071818,0.071874,0.071905,0.071923,0.071934,2765880,1533170,1082590,54862700,18150900,1053070
5267270,1982740,1538720,1950580,436330,907057,104324,170701,227295,870056,240442,113657,84103.2,135902,73289.1,650172.5,0.001774,0.015573,0.031471,0.048182,0.062054,0.071845,0.078017,0.081632,0.083673,0.084818,0.085471,0.085854,0.086088,0.086236,0.086332,0.086398,2555530,1491120,980092,49616400,15659200,929019
4710980,3282740,2209330,2190430,461857,1360580,81795.3,276028,257693,805814,212580,93230.7,77786.3,110992,53159.9,690377.5,0.00199299999999999,0.016547,0.031296,0.046492,0.059069,0.067918,0.073417,0.076541,0.078221,0.079106,0.079575,0.07983,0.079974,0.080059,0.080111,0.080144,3069040,1582230,986127,52491100,17442900,963942
8765700,2836930,1891110,2538820,424305,1023420,183501,255404,175558,889836,245437,87408.9,81887.8,107665,68515.4,612693.4,0.001747,0.017103,0.03273,0.049169,0.063087,0.073123,0.079529,0.083276,0.085361,0.086501,0.08713,0.087486,0.087694,0.087821,0.087901,0.087954,2282080,1425560,917864,54230300,17383400,886113
3271140,3968720,2555380,2014280,669217,1112460,141038,278261,243080,1052840,220434,145479,121531,132588,83516,823840.5,0.000990000000000019,0.012524,0.026345,0.040979,0.052616,0.060044,0.064055,0.06599,0.066873,0.067271,0.067455,0.067544,0.067589,0.067614,0.067627,0.067636,2866270,1641690,1174150,50092200,17958700,1136270
7021000,2771670,2143410,1737050,385363,1010220,142360,175190,251481,667081,197277,84852.9,60757.1,99207.7,59070.2,504508.3,0.002078,0.017258,0.034427,0.052752,0.068383,0.079807,0.087301,0.091874,0.094556,0.09611,0.09702,0.097565,0.097902,0.098117,0.098259,0.098355,2097190,1513330,838901,53628200,14900700,803960
5941720,3679160,1918640,2832860,662422,901239,122763,311069,143205,534233,194531,63939.6,46833.4,69822.5,37645.1,272512.63,0.002079,0.022241,0.043568,0.068054,0.090658,0.108181,0.11993,0.126918,0.130711,0.132647,0.133604,0.134074,0.134307,0.134426,0.134489,0.134524,2209100,824539,560607,55927200,18665900,558369
4320470,2832420,2199060,2435230,530478,1348670,124538,254099,338843,958518,234927,113926,91342.3,146159,103262,821692.6,0.00190300000000002,0.01383,0.025727,0.038339,0.049305,0.057558,0.063127,0.066587,0.068613,0.06976,0.070402,0.070765,0.070974,0.071098,0.071175,0.071223,2347280,1618050,1148300,50059400,17934500,1118990
3688300,2494090,1638050,1947860,611204,843087,141024,255535,159716,900463,276639,112679,95774.7,170394,84786,697425.4,0.001466,0.013019,0.028232,0.044619,0.058159,0.06751,0.073214,0.076424,0.078163,0.079101,0.079618,0.079913,0.080088,0.080197,0.080267,0.080314,2456610,1597430,1051550,49786700,14813600,1001900
4927360,3060850,2046610,2125780,394112,1172230,120000,262210,204840,830571,295415,99854.8,83850.5,123968,80250.8,788127.2,0.00222800000000001,0.016678,0.030026,0.043558,0.054865,0.063071,0.068437,0.071699,0.0736,0.074691,0.075323,0.075695,0.075922,0.076065,0.076157,0.076219,2583860,1671650,1070990,55496700,17242100,1028240
4528110,2645860,2297080,1875290,420030,981861,76735.8,188702,167341,647773,156709,75724.6,49673,40384,39306.9,221121,0.00370300000000001,0.030601,0.050935,0.073427,0.095197,0.114175,0.12938,0.140744,0.148768,0.154188,0.157736,0.160016,0.16147,0.1624,0.163,0.163393,2215280,887510,518793,50768400,17355500,496370
4342520,3362490,1962880,2856790,359319,1092840,178428,169598,326191,965659,303838,117862,80874.4,98754.8,72783.4,619029.7,0.001554,0.014583,0.028597,0.043735,0.056822,0.066408,0.072576,0.076172,0.078142,0.079192,0.079753,0.080059,0.080232,0.080334,0.080396,0.080436,1989690,1391630,1007250,53084100,16455900,975761
8169070,3143530,2470950,1955210,582361,1284490,98548.6,129549,157979,359488,101456,41570.6,16784.1,34480.8,13282.9,88022.41,0.00375,0.033016,0.057412,0.085594,0.113921,0.139494,0.160709,0.177142,0.189173,0.19759,0.20328,0.207041,0.209497,0.211099,0.212149,0.212845,2035450,667412,383290,54466100,16630100,377141
3091450,3118490,2430340,2523330,369300,1249340,232036,243719,244821,1005410,304870,232368,109212,214299,122685,936919,0.000963000000000019,0.011485,0.0257,0.040127,0.050561,0.056397,0.059084,0.06018,0.060607,0.060775,0.060844,0.060876,0.060891,0.060898,0.060903,0.060905,2217190,1792790,1306030,58708700,17476700,1252240
7458770,4594790,2305270,2164380,544560,1133390,95494.7,313451,272423,1020150,312439,112732,111927,142902,79280.1,827165.7,0.001334,0.012925,0.026809,0.041236,0.052472,0.059474,0.063134,0.064821,0.065545,0.065849,0.065979,0.066037,0.066065,0.066079,0.066086,0.06609,2754570,1730730,1197160,54103200,16390300,1153150
4259490,2963680,2348480,2624090,602470,939552,114706,182382,267689,615705,211337,97637.4,114093,104268,78043.2,617984.7,0.00184100000000001,0.016343,0.032843,0.049961,0.063823,0.073213,0.078784,0.081799,0.083351,0.084139,0.084547,0.084764,0.084886,0.084957,0.085001,0.085028,2334780,1426030,894470,53119300,16315700,877368
2130780,2580570,1859410,1773710,461757,756649,98438.7,124933,185892,434430,177242,43375.9,28490.8,49581.1,20281.1,183866.94,0.00425300000000001,0.03352,0.058275,0.085691,0.111852,0.134178,0.151668,0.164478,0.17338,0.179331,0.183212,0.185714,0.187326,0.188374,0.189064,0.189528,2048000,843347,452414,50143300,17031200,430012
2834430,3713120,1987390,2048700,473080,975041,105271,276559,208839,873514,232113,121133,123948,142276,75130.5,690265.2,0.00204000000000001,0.016832,0.032743,0.04948,0.063389,0.073054,0.078888,0.082056,0.08366,0.084447,0.084833,0.085026,0.085127,0.085181,0.085213,0.085231,2501210,1411080,963069,53063900,17474300,913152
7292730,3460320,2905920,2565740,530407,1355680,128622,317395,293542,890365,268971,151278,87596,101740,83607.7,683940.2,0.000951000000000007,0.010901,0.024707,0.040357,0.053512,0.062333,0.067277,0.069702,0.070798,0.071277,0.071489,0.071586,0.071633,0.071657,0.07167,0.071677,2443700,1588460,1091340,50267200,16738300,1074780
4501130,4045790,2146330,2437700,620618,1021220,158678,243097,282277,903064,268336,117602,120922,150890,93515.4,897907.9,0.00156300000000001,0.015511,0.02981,0.043455,0.053453,0.059453,0.062564,0.064041,0.064722,0.065039,0.065193,0.065272,0.065315,0.065339,0.065354,0.065364,2644420,1897880,1177310,56523400,17340300,1138800
7865040,2610520,2435990,2414470,559143,1129440,218267,238108,215617,832523,197767,147121,107090,135306,59944.7,665651.4,0.00110299999999999,0.01241,0.027199,0.043504,0.057178,0.066614,0.072254,0.075307,0.076873,0.077667,0.078076,0.078295,0.078417,0.078489,0.078533,0.078561,2632840,1549980,1016410,49836700,16421600,993856
6990040,2634790,2517980,1587960,803860,1063830,121752,189442,203013,742764,169721,65230.5,72195.1,105109,49159.2,378913.6,0.003326,0.022188,0.037641,0.054578,0.070711,0.084544,0.095491,0.103631,0.109402,0.113352,0.115995,0.117743,0.118898,0.119665,0.120181,0.120534,2105570,1158960,701127,51513600,16086400,687617
7704130,3288500,1982460,1956350,502962,617795,119301,251247,130969,675462,210155,74428.9,51610.7,83899,39149.9,462487.6,0.00186600000000001,0.021676,0.045193,0.069505,0.088221,0.09964,0.105445,0.10806,0.109173,0.109645,0.109852,0.109947,0.109994,0.110019,0.110033,0.110041,2346620,1254370,714590,50750700,16092100,674003
4002630,2584170,1256780,1600880,436351,823804,89677.6,173625,207704,708491,202409,54219.1,86023.7,84046.5,47994.1,543136.1,0.00189500000000001,0.019141,0.039725,0.061906,0.08017,0.092389,0.0993,0.102737,0.10431,0.105005,0.105313,0.105453,0.105521,0.105555,0.105573,0.105583,2485010,1475240,801142,51630900,15129200,751056
2977360,2316750,1484930,1717780,448825,1015270,135396,220410,242744,763565,273237,118639,92270.4,101776,67272.5,611103.9,0.00165400000000002,0.01535,0.031208,0.048307,0.062803,0.073145,0.079634,0.083349,0.08536,0.086426,0.086993,0.087303,0.087479,0.087582,0.087646,0.087686,2414610,1456540,967327,52638200,16714500,921798
3790330,2296990,2269680,1882850,275371,881852,131152,204476,141864,401835,85617.2,49957.5,43375.2,41937.8,16525.7,168498.69,0.00256100000000001,0.025877,0.051592,0.081695,0.110383,0.133821,0.150792,0.161921,0.16866,0.17251,0.174635,0.175793,0.176429,0.176785,0.17699,0.177112,2068070,908319,467054,49733200,14756100,449793
4040940,2867310,1641830,2073800,339023,1301160,57411.5,140588,134589,423347,128134,30338.4,41847.4,35261.1,14749.1,129090.01,0.00448899999999999,0.034282,0.058676,0.086029,0.112651,0.135884,0.154476,0.168337,0.178082,0.184618,0.188851,0.191533,0.193215,0.19427,0.194938,0.195367,2029320,763641,424007,49391600,17178400,422616
3485560,2627600,1472060,2234130,440054,1150320,110121,244033,204051,778933,242715,85649.4,84555.1,119257,52277.5,570098.2,0.001584,0.019142,0.038487,0.058212,0.073437,0.082879,0.08783,0.090156,0.091195,0.091657,0.091869,0.091971,0.092023,0.09205,0.092066,0.092076,2358350,1422080,860310,52634100,16510100,829797
5749130,4287180,1607770,2222720,412206,1231550,138954,367750,275546,1170390,280684,133937,99228.3,180157,116998,1114754.4,0.000734000000000012,0.011733,0.026611,0.041009,0.050404,0.054949,0.056746,0.057389,0.057616,0.0577,0.057733,0.057747,0.057754,0.057758,0.057759,0.057761,2994690,1802760,1395370,55767200,20276100,1328560
4181100,2802110,1760180,1659270,294708,801541,127742,64306.2,145434,310997,75735.2,22247.9,22748.7,26343.6,9974.95,68378.14,0.006435,0.047236,0.081101,0.119309,0.156748,0.189647,0.21616,0.236062,0.250145,0.259646,0.265834,0.269774,0.272256,0.27382,0.274814,0.275454,1881090,750786,313831,54524000,15697300,295283
8768270,4292380,2183020,3238630,511561,1273400,148460,329851,312917,716369,327961,100108,79552.2,106602,68127.8,569754,0.000933000000000017,0.012621,0.028119,0.045532,0.060164,0.070047,0.075675,0.078504,0.079823,0.080422,0.080697,0.080828,0.080894,0.080928,0.080948,0.080959,2473980,1397270,935138,52663500,17177100,930834
4513330,2879440,1799220,1422190,261400,399667,25707.9,33643.9,27992.3,79126.3,13798.3,3916.7,3587.15,2415.01,1693.51,5383.589,0.010584,0.098966,0.172947,0.257619,0.3409,0.413465,0.470656,0.512034,0.539872,0.557525,0.568238,0.574557,0.578234,0.58037,0.581622,0.582369,2012760,452908,119669,51681700,16814500,110329
5018360,3612260,2452610,2696060,369653,1381020,129187,164725,367964,1100740,229450,164699,113077,133980,87883.5,762446.2,0.001445,0.012755,0.025443,0.038921,0.050317,0.058525,0.063787,0.066897,0.068652,0.069628,0.070176,0.070493,0.070682,0.070799,0.070874,0.070924,2517240,1672450,1144210,50648000,16133500,1110830
13788500,4200590,2008400,2719180,512370,1250290,110488,251108,280524,833276,216219,107939,94973.9,124632,58878.2,644909.5,0.00160399999999999,0.013917,0.028328,0.043998,0.057274,0.066598,0.072254,0.075321,0.076863,0.07761,0.077969,0.078145,0.078235,0.078283,0.07831,0.078326,2608160,1536420,990332,51868600,15924900,974242
4654900,3970980,1969890,2605610,370312,1281240,88300.7,205307,211068,816473,245819,91719.5,74332,114270,55628.3,542193.6,0.00159800000000002,0.016376,0.030648,0.046394,0.060764,0.07215,0.080241,0.085528,0.08878,0.090709,0.091838,0.092501,0.092897,0.09314,0.093292,0.093391,1843460,1414610,869077,54424600,16211200,849237
6961500,3014390,2025170,1979160,442056,1049890,178221,214418,227754,752980,248073,104079,80961.2,126830,53631.6,744549.8,0.00164600000000001,0.014459,0.029925,0.046466,0.060045,0.069198,0.074492,0.077226,0.078541,0.079156,0.079444,0.079584,0.079655,0.079693,0.079714,0.079727,2425360,1657370,1020210,53573300,16329400,977059
5527660,3174400,2228240,2097340,839520,1177510,220199,269473,204794,957637,267616,92554.1,124455,118647,58440.6,538925.6,0.00217300000000001,0.015962,0.028947,0.043103,0.056035,0.066395,0.073896,0.078909,0.08206,0.083957,0.085074,0.085727,0.086112,0.086344,0.086487,0.086577,2197930,1279200,948752,52883100,17263500,937596
